Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:SKO,"Serko Limited (ASX:SKO)",https://www.listcorp.com/asx/sko/serko-limited,"	479862000",3.94,0.00,0,"Information Technology"
ASX:KGN,"Kogan.com Limited (ASX:KGN)",https://www.listcorp.com/asx/kgn/kogan.com-limited,"	479109000",4.47,-0.18,-3.87,"Consumer Discretionary"
ASX:WC8,"Wildcat Resources Limited (ASX:WC8)",https://www.listcorp.com/asx/wc8/wildcat-resources-limited,"	478791000",0.58,0.12,26.09,Materials
ASX:GTK,"Gentrack Group Limited (ASX:GTK)",https://www.listcorp.com/asx/gtk/gentrack-group-limited,"	478532000",4.71,0.01,0.21,"Information Technology"
ASX:PGG,"Partners Group Global Income Fund (ASX:PGG)",https://www.listcorp.com/asx/pgg/partners-group-global-income-fund,"	477353000",1.735,0.00,0,Financials
ASX:PDI,"Predictive Discovery Limited (ASX:PDI)",https://www.listcorp.com/asx/pdi/predictive-discovery-limited,"	475696000",0.235,0.00,2.17,Materials
ASX:MRM,"MMA Offshore Limited (ASX:MRM)",https://www.listcorp.com/asx/mrm/mma-offshore-limited,"	475481000",1.265,-0.00,-0.39,Energy
ASX:TIE,"Tietto Minerals Limited (ASX:TIE)",https://www.listcorp.com/asx/tie/tietto-minerals-limited,"	467992000",0.41,-0.00,-1.2,Materials
ASX:AEF,"Australian Ethical Investment Ltd (ASX:AEF)",https://www.listcorp.com/asx/aef/australian-ethical-investment,"	466918000",4.17,0.03,0.72,Financials
ASX:RPL,"Regal Partners Limited (ASX:RPL)",https://www.listcorp.com/asx/rpl/regal-partners-limited,"	465795000",1.86,0.05,2.76,Financials
ASX:ASIA,"BetaShares Asia Technology Tigers ETF (ASX:ASIA)",https://www.listcorp.com/asx/asia/betashares-asia-technology-tigers-etf,"	464240000",7.39,-0.11,-1.47,Financials
ASX:SWM,"Seven West Media Limited (ASX:SWM)",https://www.listcorp.com/asx/swm/seven-west-media-limited,"	458304000",0.29,-0.00,-1.69,"Communication Services"
ASX:FGG,"Future Generation Global Limited (ASX:FGG)",https://www.listcorp.com/asx/fgg/future-generation-global-limited,"	457719000",1.15,-0.00,-0.43,Financials
ASX:IJP,"iShares MSCI Japan ETF (ASX:IJP)",https://www.listcorp.com/asx/ijp/ishares-msci-japan-etf,"	453758000",92.17,-0.70,-0.75,Financials
ASX:FGX,"Future Generation Australia Limited (ASX:FGX)",https://www.listcorp.com/asx/fgx/future-generation-australia-limited,"	452762000",1.11,-0.01,-0.45,Financials
ASX:XALG,"Alphinity  Global  Equity  Fund  (Managed Fund) (ASX:XALG)",https://www.listcorp.com/asx/xalg/alphinity-global-equity-fund-managed-fund,"	448162000",9.24,-0.16,-1.7,Financials
ASX:NXL,"Nuix Limited (ASX:NXL)",https://www.listcorp.com/asx/nxl/nuix-limited,"	446976000",1.4,0.01,0.72,"Information Technology"
ASX:GDX,"Vaneck Vectors Gold Miners ETF (ASX:GDX)",https://www.listcorp.com/asx/gdx/vaneck-vectors-gold-miners-etf,"	446673000",46.26,-0.30,-0.64,Financials
ASX:BBOZ,"BetaShares Australian Equities Strong Bear Hedge Fund (ASX:BBOZ)",https://www.listcorp.com/asx/bboz/betashares-australian-equities-strong-bear-hedge-fund,"	445855000",3.9,0.07,1.83,Financials
ASX:OBL,"Omni Bridgeway Limited (ASX:OBL)",https://www.listcorp.com/asx/obl/omni-bridgeway-limited,"	443144000",1.555,-0.02,-1.58,Financials
ASX:GWA,"GWA Group Limited (ASX:GWA)",https://www.listcorp.com/asx/gwa/gwa-group,"	441567000",1.675,0.01,0.6,Industrials
ASX:PMT,"Patriot Battery Metals Inc (ASX:PMT)",https://www.listcorp.com/asx/pmt/patriot-battery-metals-inc,"	435470000",1.16,-0.05,-4.13,Materials
ASX:HTA,"Hutchison Telecommunications (Australia) Limited (ASX:HTA)",https://www.listcorp.com/asx/hta/hutchison-telecommunications-australia-limited,"	434320000",0.032,0.00,0,"Communication Services"
ASX:PIC,"Perpetual Equity Investment Company Limited (ASX:PIC)",https://www.listcorp.com/asx/pic/perpetual-equity-investment-company-limited,"	432685000",1.135,-0.01,-0.44,Financials
ASX:SLF,"SPDR S&P/ASX 200 Listed Property Fund (ASX:SLF)",https://www.listcorp.com/asx/slf/spdr-s-and-p-asx-200-listed-property-fund,"	431698000",9.9,0.01,0.1,Financials
ASX:MHHT,"Magellan High Conviction Trust (Managed Fund) (ASX:MHHT)",https://www.listcorp.com/asx/mhht/magellan-high-conviction-trust-managed-fund,"	426632000",1.525,-0.02,-1.29,Financials
ASX:PCI,"Perpetual Credit Income Trust (ASX:PCI)",https://www.listcorp.com/asx/pci/perpetual-credit-income-trust,"	421016000",1.065,0.02,1.43,Unclassified
ASX:MYR,"Myer Holdings Limited (ASX:MYR)",https://www.listcorp.com/asx/myr/myer-holdings-limited,"	420072000",0.5,-0.00,-0.99,"Consumer Discretionary"
ASX:BLX,"Beacon Lighting Group Limited (ASX:BLX)",https://www.listcorp.com/asx/blx/beacon-lighting-group-limited,"	418077000",1.85,0.00,0,"Consumer Discretionary"
ASX:IVE,"iShares MSCI EAFE ETF (ASX:IVE)",https://www.listcorp.com/asx/ive/ishares-msci-eafe-etf,"	417874000",105.13,-0.94,-0.89,Financials
ASX:29M,"29Metals Limited (ASX:29M)",https://www.listcorp.com/asx/29m/29metals-limited,"	417249000",0.57,-0.02,-4.2,Materials
ASX:MEI,"Meteoric Resources NL (ASX:MEI)",https://www.listcorp.com/asx/mei/meteoric-resources,"	417241000",0.215,0.00,0,Materials
ASX:RDY,"ReadyTech Holdings Limited (ASX:RDY)",https://www.listcorp.com/asx/rdy/readytech-holdings-limited,"	416886000",3.55,-0.02,-0.56,"Information Technology"
ASX:PWR,"Peter Warren Automotive Holdings Limited (ASX:PWR)",https://www.listcorp.com/asx/pwr/peter-warren-automotive-holdings-limited,"	416860000",2.37,-0.05,-2.07,"Consumer Discretionary"
ASX:EML,"EML Payments Limited (ASX:EML)",https://www.listcorp.com/asx/eml/eml-payments-limited,"	415809000",1.1,-0.01,-0.9,Financials
ASX:PE1,"Pengana Private Equity Trust (ASX:PE1)",https://www.listcorp.com/asx/pe1/pengana-private-equity-trust,"	412533000",1.475,0.00,0,Financials
ASX:ARU,"Arafura Rare Earths Limited (ASX:ARU)",https://www.listcorp.com/asx/aru/arafura-rare-earths-limited,"	412106000",0.19,-0.00,-2.56,Materials
ASX:BMN,"Bannerman Energy Limited (ASX:BMN)",https://www.listcorp.com/asx/bmn/bannerman-energy-limited,"	410894000",2.75,0.02,0.73,Energy
ASX:YMAX,"BetaShares Australian Top 20 Equity Yield Maximiser Fund (managed fund) (ASX:YMAX)",https://www.listcorp.com/asx/ymax/betashares-australian-top-20-equity-yield-maximiser-fund-managed-fund,"	410495000",7.12,-0.07,-0.97,Financials
ASX:C79,"Chrysos Corporation Limited (ASX:C79)",https://www.listcorp.com/asx/c79/chrysos-corporation-limited,"	409996000",6.22,-0.16,-2.51,Industrials
ASX:OFX,"OFX Group Limited (ASX:OFX)",https://www.listcorp.com/asx/ofx/ofx-group-limited,"	405857000",1.62,-0.03,-2.11,Financials
ASX:SYI,"SPDR MSCI Australia Select High Dividend Yield Fund (ASX:SYI)",https://www.listcorp.com/asx/syi/spdr-msci-australia-select-high-dividend-yield-fund,"	404859000",25.73,-0.42,-1.61,Financials
ASX:SGLLV,"Ricegrowers Limited (ASX:SGLLV)",https://www.listcorp.com/asx/sgllv/ricegrowers-limited,"	403542000",6.18,-0.09,-1.44,"Consumer Staples"
ASX:IJR,"iShares S&P Small-Cap ETF (ASX:IJR)",https://www.listcorp.com/asx/ijr/ishares-s-and-p-small-cap-etf,"	402751000",142.48,-1.58,-1.1,Financials
ASX:VUL,"Vulcan Energy Resources Limited (ASX:VUL)",https://www.listcorp.com/asx/vul/vulcan-energy-resources-limited,"	402321000",2.34,-0.05,-2.09,Materials
ASX:AASF,"Airlie Australian Share Fund (Managed Fund) (ASX:AASF)",https://www.listcorp.com/asx/aasf/airlie-australian-share-fund-managed-fund,"	402236000",3.32,-0.01,-0.3,Financials
ASX:HLO,"Helloworld Travel Limited (ASX:HLO)",https://www.listcorp.com/asx/hlo/helloworld-travel-limited,"	401072000",2.36,-0.16,-6.35,"Consumer Discretionary"
ASX:ALK,"Alkane Resources Limited (ASX:ALK)",https://www.listcorp.com/asx/alk/alkane-resources-limited,"	397758000",0.635,-0.03,-3.79,Materials
ASX:PMC,"Platinum Capital Limited (ASX:PMC)",https://www.listcorp.com/asx/pmc/platinum-capital-limited,"	388120000",1.305,-0.00,-0.38,Financials
ASX:QLTY,"Betashares Global Quality Leaders ETF (ASX:QLTY)",https://www.listcorp.com/asx/qlty/betashares-global-quality-leaders-etf,"	386110000",24.32,-0.20,-0.82,Financials
ASX:IGB,"iShares Treasury ETF (ASX:IGB)",https://www.listcorp.com/asx/igb/ishares-treasury-etf,"	385332000",93.59,-0.27,-0.29,Financials
ASX:BLY,"Boart Longyear Group Ltd (ASX:BLY)",https://www.listcorp.com/asx/bly/boart-longyear-group-ltd,"	384697000",1.305,0.00,0.38,Materials
ASX:DJRE,"SPDR Dow Jones Global Real Estate ESG Fund (ASX:DJRE)",https://www.listcorp.com/asx/djre/spdr-dow-jones-global-real-estate-esg-fund,"	380731000",18.23,-0.07,-0.38,Financials
ASX:SST,"Steamships Trading Company Limited (ASX:SST)",https://www.listcorp.com/asx/sst/steamships-trading-company,"	378921000",12.22,0.00,0,Industrials
ASX:MVR,"Vaneck Vectors Australian Resources ETF (ASX:MVR)",https://www.listcorp.com/asx/mvr/vaneck-vectors-australian-resources-etf,"	375322000",35.61,-1.03,-2.81,Financials
ASX:SPR,"Spartan Resources Limited (ASX:SPR)",https://www.listcorp.com/asx/spr/spartan-resources-limited,"	373100000",0.41,-0.02,-3.53,Materials
ASX:AFG,"Australian Finance Group Ltd (ASX:AFG)",https://www.listcorp.com/asx/afg/australian-finance-group-ltd,"	372307000",1.355,-0.02,-1.45,Financials
ASX:JMS,"Jupiter Mines Limited (ASX:JMS)",https://www.listcorp.com/asx/jms/jupiter-mines-limited,"	372208000",0.185,-0.00,-2.63,Materials
ASX:SKT,"Sky Network Television Limited (ASX:SKT)",https://www.listcorp.com/asx/skt/sky-network-television-limited,"	369701000",2.55,-0.02,-0.78,"Communication Services"
ASX:RMC,"Resimac Group Limited (ASX:RMC)",https://www.listcorp.com/asx/rmc/resimac-group-limited,"	369493000",0.905,-0.01,-1.63,Financials
ASX:HETH,"BetaShares Global Sustainability Leaders ETF  Currency Hedged (ASX:HETH)",https://www.listcorp.com/asx/heth/betashares-global-sustainability-leaders-etf-currency-hedged,"	366353000",11.37,-0.08,-0.7,Financials
ASX:CWP,"Cedar Woods Properties Limited (ASX:CWP)",https://www.listcorp.com/asx/cwp/cedar-woods-properties-limited,"	364289000",4.37,-0.05,-1.13,"Real Estate"
ASX:GNG,"GR Engineering Services Limited (ASX:GNG)",https://www.listcorp.com/asx/gng/gr-engineering-services-limited,"	362902000",2.16,-0.04,-1.82,Materials
ASX:RG8,"Regal Asian Investments Limited (ASX:RG8)",https://www.listcorp.com/asx/rg8/regal-asian-investments-limited,"	362472000",1.86,0.01,0.54,Financials
ASX:DCN,"Dacian Gold Limited (ASX:DCN)",https://www.listcorp.com/asx/dcn/dacian-gold-limited,"	358956000",0.285,-0.01,-3.39,Materials
ASX:SYR,"Syrah Resources Limited (ASX:SYR)",https://www.listcorp.com/asx/syr/syrah-resources-limited,"	358226000",0.75,0.22,41.51,Materials
ASX:FANG,"Global X FANG+ ETF (ASX:FANG)",https://www.listcorp.com/asx/fang/global-x-fang-etf,"	357587000",19.02,-0.22,-1.14,Financials
ASX:TLG,"Talga Group Ltd (ASX:TLG)",https://www.listcorp.com/asx/tlg/talga-group,"	357147000",1.085,0.10,9.6,Materials
ASX:CVW,"Clearview Wealth Limited (ASX:CVW)",https://www.listcorp.com/asx/cvw/clearview-wealth-limited,"	356961000",0.54,0.00,0,Financials
ASX:VETH,"Vanguard Ethically Conscious Australian Shares ETF (ASX:VETH)",https://www.listcorp.com/asx/veth/vanguard-ethically-conscious-australian-shares-etf,"	355125000",51.97,-0.29,-0.55,Financials
ASX:DLI,"Delta Lithium Limited (ASX:DLI)",https://www.listcorp.com/asx/dli/delta-lithium-limited,"	352285000",0.615,-0.05,-6.82,Materials
ASX:AGI,"Ainsworth Game Technology Limited (ASX:AGI)",https://www.listcorp.com/asx/agi/ainsworth-game-technology-limited,"	350266000",0.975,-0.07,-6.25,"Consumer Discretionary"
ASX:ALI,"Argo Global Listed Infrastructure Limited (ASX:ALI)",https://www.listcorp.com/asx/ali/argo-global-listed-infrastructure-limited,"	349595000",1.955,-0.01,-0.76,Financials
ASX:LYL,"Lycopodium Limited (ASX:LYL)",https://www.listcorp.com/asx/lyl/lycopodium-limited,"	349317000",8.58,-0.21,-2.39,Industrials
ASX:TER,"TerraCom Limited (ASX:TER)",https://www.listcorp.com/asx/ter/terracom-limited,"	348420000",0.435,0.00,0,Energy
ASX:INR,"Ioneer Ltd (ASX:INR)",https://www.listcorp.com/asx/inr/ioneer-ltd,"	348319000",0.15,-0.01,-9.09,Materials
ASX:IPG,"IPD Group Ltd (ASX:IPG)",https://www.listcorp.com/asx/ipg/ipd-group-ltd,"	347355000",3.85,-0.15,-3.75,Industrials
ASX:OMH,"OM Holdings Limited (ASX:OMH)",https://www.listcorp.com/asx/omh/om-holdings-limited,"	347153000",0.455,-0.01,-3.19,Materials
ASX:LAU,"Lindsay Australia Limited (ASX:LAU)",https://www.listcorp.com/asx/lau/lindsay-australia-limited,"	344146000",1.045,-0.06,-5.43,Industrials
ASX:WDIV,"SPDR S&P Global Dividend Fund (ASX:WDIV)",https://www.listcorp.com/asx/wdiv/spdr-s-and-p-global-dividend-fund,"	342550000",16.88,-0.14,-0.82,Financials
ASX:REP,"RAM Essential Services Property Fund (ASX:REP)",https://www.listcorp.com/asx/rep/ram-essential-services-property-fund,"	341310000",0.655,0.00,0,"Real Estate"
ASX:JHG,"Janus Henderson Group plc (ASX:JHG)",https://www.listcorp.com/asx/jhg/janus-henderson-group-plc,"	335913000",36.59,-0.15,-0.41,Financials
ASX:MAH,"Macmahon Holdings Limited (ASX:MAH)",https://www.listcorp.com/asx/mah/macmahon-holdings-limited,"	334023000",0.16,0.01,3.23,Materials
ASX:LPI,"Lithium Power International Limited (ASX:LPI)",https://www.listcorp.com/asx/lpi/lithium-power-international-limited,"	333496000",0.53,0.00,0,Materials
ASX:MYS,"MyState Limited (ASX:MYS)",https://www.listcorp.com/asx/mys/mystate-limited,"	330826000",2.99,-0.01,-0.33,Financials
ASX:GL1,"Global Lithium Resources Limited (ASX:GL1)",https://www.listcorp.com/asx/gl1/global-lithium-resources-limited,"	328724000",1.245,-0.02,-1.58,Materials
ASX:3PL,"3P Learning Limited (ASX:3PL)",https://www.listcorp.com/asx/3pl/3p-learning-limited,"	327261000",1.19,0.00,0,"Consumer Discretionary"
ASX:AFP,"AFT Pharmaceuticals Limited (ASX:AFP)",https://www.listcorp.com/asx/afp/aft-pharmaceuticals-limited,"	327183000",3.12,0.00,0,"Health Care"
ASX:MHJ,"Michael Hill International Limited (ASX:MHJ)",https://www.listcorp.com/asx/mhj/michael-hill-international-limited,"	326930000",0.815,-0.04,-4.12,"Consumer Discretionary"
ASX:IMM,"Immutep Limited (ASX:IMM)",https://www.listcorp.com/asx/imm/immutep-limited,"	326930000",0.33,0.06,20,"Health Care"
ASX:VAE,"Vanguard FTSE Asia Ex Japan Shares Index ETF (ASX:VAE)",https://www.listcorp.com/asx/vae/vanguard-ftse-asia-ex-japan-shares-index-etf,"	326764000",65.79,-0.74,-1.11,Financials
ASX:RUL,"RPMGlobal Holdings Limited (ASX:RUL)",https://www.listcorp.com/asx/rul/rpmglobal-holdings-limited,"	326455000",1.43,-0.02,-1.38,"Information Technology"
ASX:AGX1,"Antipodes Global Shares (Quoted Managed Fund) (ASX:AGX1)",https://www.listcorp.com/asx/agx1/antipodes-global-shares,"	326023000",5.26,0.00,0,Financials
ASX:SRG,"SRG Global Limited (ASX:SRG)",https://www.listcorp.com/asx/srg/srg-global-limited,"	325832000",0.615,-0.01,-1.6,Industrials
ASX:KSC,"K&S Corporation Limited (ASX:KSC)",https://www.listcorp.com/asx/ksc/k-and-s-corporation-limited,"	325701000",2.37,-0.01,-0.42,Industrials
ASX:WXOZ,"SPDR S&P World ex Australia Carbon Control Fund (ASX:WXOZ)",https://www.listcorp.com/asx/wxoz/spdr-s-and-p-world-ex-australia-carbon-control-fund,"	324092000",37.9,-0.36,-0.94,Financials
ASX:AVR,"Anteris Technologies Ltd (ASX:AVR)",https://www.listcorp.com/asx/avr/anteris-technologies-ltd,"	322264000",20.65,0.00,0,"Health Care"
ASX:BRN,"Brainchip Holdings Ltd (ASX:BRN)",https://www.listcorp.com/asx/brn/brainchip-holdings,"	322210000",0.185,0.01,2.78,"Information Technology"
ASX:BCI,"BCI Minerals Limited (ASX:BCI)",https://www.listcorp.com/asx/bci/bci-minerals-limited,"	321588000",0.27,0.01,1.89,Materials
ASX:NVX,"Novonix Limited (ASX:NVX)",https://www.listcorp.com/asx/nvx/novonix-limited,"	319941000",0.8,0.15,22.14,"Information Technology"
ASX:EHL,"Emeco Holdings Limited (ASX:EHL)",https://www.listcorp.com/asx/ehl/emeco-holdings-limited,"	319187000",0.59,-0.03,-4.07,Industrials
ASX:IHOO,"iShares Global 100 (AUD Hedged) ETF (ASX:IHOO)",https://www.listcorp.com/asx/ihoo/ishares-global-100-aud-hedged-etf,"	317621000",134.46,-1.15,-0.85,Financials
ASX:WCMQ,"WCM Quality Global Growth Fund (Quoted Managed Fund) (ASX:WCMQ)",https://www.listcorp.com/asx/wcmq/wcm-quality-global-growth-fund-quoted-managed-fund,"	315808000",7.23,-0.07,-0.96,Financials
ASX:NGI,"Navigator Global Investments Limited (ASX:NGI)",https://www.listcorp.com/asx/ngi/navigator-global-investments-limited,"	314363000",1.3,0.01,0.78,Financials
ASX:BVS,"Bravura Solutions Limited (ASX:BVS)",https://www.listcorp.com/asx/bvs/bravura-solutions-limited,"	313848000",0.695,-0.00,-0.71,"Information Technology"
ASX:MSB,"Mesoblast Limited (ASX:MSB)",https://www.listcorp.com/asx/msb/mesoblast-limited,"	313469000",0.37,-0.02,-3.9,"Health Care"
ASX:TECH,"Global X Morningstar Global Technology ETF (ASX:TECH)",https://www.listcorp.com/asx/tech/global-x-morningstar-global-technology-etf,"	311365000",89.18,-0.82,-0.91,Financials
ASX:DXC,"Dexus Convenience Retail Reit (ASX:DXC)",https://www.listcorp.com/asx/dxc/dexus-convenience-retail-reit,"	309952000",2.31,0.06,2.67,"Real Estate"
ASX:PAI,"Platinum Asia Investments Limited (ASX:PAI)",https://www.listcorp.com/asx/pai/platinum-asia-investments-limited,"	309749000",0.825,-0.01,-1.2,Financials
ASX:TRA,"Turners Automotive Group Limited (ASX:TRA)",https://www.listcorp.com/asx/tra/turners-automotive-group-limited,"	308058000",3.52,0.00,0,"Consumer Discretionary"
ASX:PIXX,"Platinum International Fund (Quoted Managed Hedge Fund) (ASX:PIXX)",https://www.listcorp.com/asx/pixx/platinum-international-fund-quoted-managed-hedge-fund,"	307925000",4.61,-0.06,-1.28,Financials
ASX:APZ,"Aspen Group (ASX:APZ)",https://www.listcorp.com/asx/apz/aspen-group,"	303567000",1.7,0.01,0.89,"Real Estate"
ASX:CDP,"Carindale Property Trust (ASX:CDP)",https://www.listcorp.com/asx/cdp/carindale-property-trust,"	302419000",3.9,0.00,0,"Real Estate"
ASX:FSF,"Fonterra Shareholders Fund (ASX:FSF)",https://www.listcorp.com/asx/fsf/fonterra-shareholders,"	301825000",2.8,-0.01,-0.36,"Consumer Staples"
ASX:IMU,"Imugene Limited (ASX:IMU)",https://www.listcorp.com/asx/imu/imugene,"	300929000",0.041,-0.00,-2.38,"Health Care"
ASX:ISEC,"iShares Enhanced Cash ETF (ASX:ISEC)",https://www.listcorp.com/asx/isec/ishares-enhanced-cash-etf,"	300722000",100.69,0.03,0.03,Financials
ASX:SMP,"Smartpay Holdings Limited (ASX:SMP)",https://www.listcorp.com/asx/smp/smartpay-holdings-limited,"	300239000",1.26,0.00,0,Financials
ASX:GDG,"Generation Development Group Limited (ASX:GDG)",https://www.listcorp.com/asx/gdg/generation-development-group,"	299258000",1.62,0.05,3.18,Financials
ASX:VBLD,"Vanguard Global Infrastructure Index ETF (ASX:VBLD)",https://www.listcorp.com/asx/vbld/vanguard-global-infrastructure-index-etf,"	299016000",58.43,-0.27,-0.46,Financials
ASX:RARI,"Russell Investments Australian Responsible Investment ETF (ASX:RARI)",https://www.listcorp.com/asx/rari/russell-investments-australian-responsible-investment-etf,"	298484000",23.22,-0.15,-0.64,Financials
ASX:BFG,"Bell Financial Group Limited (ASX:BFG)",https://www.listcorp.com/asx/bfg/bell-financial-group-limited,"	298292000",0.93,0.00,0,Financials
ASX:WMI,"WAM Microcap Limited (ASX:WMI)",https://www.listcorp.com/asx/wmi/wam-microcap-limited,"	298087000",1.4,-0.01,-0.36,Financials
ASX:KCN,"Kingsgate Consolidated Limited (ASX:KCN)",https://www.listcorp.com/asx/kcn/kingsgate-consolidated-limited,"	296414000",1.115,-0.03,-3.04,Materials
ASX:SLC,"Superloop Limited (ASX:SLC)",https://www.listcorp.com/asx/slc/superloop-limited,"	294705000",0.6,0.00,0,"Communication Services"
ASX:IZZ,"iShares China Large-Cap ETF (ASX:IZZ)",https://www.listcorp.com/asx/izz/ishares-china-large-cap-etf,"	292805000",39.76,-0.52,-1.29,Financials
ASX:BHYB,"BetaShares Australian Major Bank Hybrids Index ETF (ASX:BHYB)",https://www.listcorp.com/asx/bhyb/betashares-australian-major-bank-hybrids-index-etf,"	292510000",9.79,-0.01,-0.1,Financials
ASX:LOT,"Lotus Resources Limited (ASX:LOT)",https://www.listcorp.com/asx/lot/lotus-resources-limited,"	291770000",0.21,-0.01,-2.33,Materials
ASX:VGL,"Vista Group International Limited (ASX:VGL)",https://www.listcorp.com/asx/vgl/vista-group-international-limited,"	291760000",1.21,-0.02,-2.02,"Information Technology"
ASX:A11,"Atlantic Lithium Limited (ASX:A11)",https://www.listcorp.com/asx/a11/atlantic-lithium-limited,"	290815000",0.46,-0.02,-3.16,Materials
ASX:COE,"Cooper Energy Limited (ASX:COE)",https://www.listcorp.com/asx/coe/cooper-energy-limited,"	289468000",0.11,0.00,0,Energy
ASX:AMH,"AMCIL Limited (ASX:AMH)",https://www.listcorp.com/asx/amh/amcil,"	289227000",0.92,0.00,0,Financials
ASX:DUR,"Duratec Limited (ASX:DUR)",https://www.listcorp.com/asx/dur/duratec-limited,"	288873000",1.12,-0.04,-3.86,Industrials
ASX:GDI,"GDI Property Group (ASX:GDI)",https://www.listcorp.com/asx/gdi/gdi-property-group,"	286978000",0.55,0.01,2.8,"Real Estate"
ASX:SRV,"Servcorp Limited (ASX:SRV)",https://www.listcorp.com/asx/srv/servcorp-limited,"	286862000",2.95,-0.01,-0.34,"Real Estate"
ASX:GBND,"BetaShares Sustainability Leaders Diversified Bond ETF - Currency Hedged (ASX:GBND)",https://www.listcorp.com/asx/gbnd/betashares-sustainability-leaders-diversified-bond-etf-currency-hedged,"	286771000",19.75,-0.04,-0.2,Financials
ASX:PLUS,"VanEck Australian Corporate Bond Plus ETF (ASX:PLUS)",https://www.listcorp.com/asx/plus/vaneck-australian-corporate-bond-plus-etf,"	284682000",15.95,-0.03,-0.19,Financials
ASX:RHI,"Red Hill Minerals Limited (ASX:RHI)",https://www.listcorp.com/asx/rhi/red-hill-minerals-limited,"	284035000",4.48,0.03,0.67,Materials
ASX:SM1,"Synlait Milk Limited (ASX:SM1)",https://www.listcorp.com/asx/sm1/synlait-milk,"	280877000",1.285,0.00,0,"Consumer Staples"
ASX:MYX,"Mayne Pharma Group Limited (ASX:MYX)",https://www.listcorp.com/asx/myx/mayne-pharma-group-limited,"	280745000",3.64,0.34,10.3,"Health Care"
ASX:CVC,"CVC Limited (ASX:CVC)",https://www.listcorp.com/asx/cvc/cvc-limited,"	280378000",2.4,0.00,0,Financials
ASX:IHD,"iShares S&P/ASX Dividend Opportunities ETF (ASX:IHD)",https://www.listcorp.com/asx/ihd/ishares-s-and-p-asx-dividend-opportunities-etf,"	279771000",12.45,-0.17,-1.35,Financials
ASX:RNU,"Renascor Resources Limited (ASX:RNU)",https://www.listcorp.com/asx/rnu/renascor-resources,"	279335000",0.15,0.04,36.36,Materials
ASX:UOS,"United Overseas Australia Limited (ASX:UOS)",https://www.listcorp.com/asx/uos/united-overseas-australia,"	279206000",0.535,0.00,0,"Real Estate"
ASX:IGL,"IVE Group Limited (ASX:IGL)",https://www.listcorp.com/asx/igl/ive-group-limited,"	277935000",1.77,-0.04,-1.94,"Communication Services"
ASX:PPS,"Praemium Limited (ASX:PPS)",https://www.listcorp.com/asx/pps/praemium-limited,"	275538000",0.545,-0.01,-0.91,"Information Technology"
ASX:WVOL,"iShares Edge MSCI World Minimum Volatility ETF (ASX:WVOL)",https://www.listcorp.com/asx/wvol/ishares-edge-msci-world-minimum-volatility-etf,"	273572000",35.95,-0.14,-0.39,Financials
ASX:CVN,"Carnarvon Energy Limited (ASX:CVN)",https://www.listcorp.com/asx/cvn/carnarvon-energy-limited,"	270028000",0.15,0.00,0,Energy
ASX:DHHF,"BetaShares Diversified All Growth ETF (ASX:DHHF)",https://www.listcorp.com/asx/dhhf/betashares-diversified-all-growth-etf,"	269653000",28.57,-0.25,-0.87,Financials
ASX:CU6,"Clarity Pharmaceuticals Ltd (ASX:CU6)",https://www.listcorp.com/asx/cu6/clarity-pharmaceuticals,"	267096000",1,-0.02,-1.96,"Health Care"
ASX:HNDQ,"BetaShares NASDAQ 100 ETF  Currency Hedged (ASX:HNDQ)",https://www.listcorp.com/asx/hndq/betashares-nasdaq-100-etf-currency-hedged,"	266632000",30.67,-0.31,-1,Financials
ASX:GRX,"GreenX Metals Limited (ASX:GRX)",https://www.listcorp.com/asx/grx/greenx-metals-limited,"	266057000",0.96,-0.02,-1.54,Materials
ASX:GLN,"Galan Lithium Limited (ASX:GLN)",https://www.listcorp.com/asx/gln/galan-lithium-limited,"	264917000",0.685,-0.07,-8.67,Materials
ASX:BBUS,"BetaShares U.S. Equities Strong Bear Hedge Fund - Currency Hedged (ASX:BBUS)",https://www.listcorp.com/asx/bbus/betashares-u.s.-equities-strong-bear-hedge-fund-currency-hedged,"	264865000",9.09,0.21,2.36,Financials
ASX:PIA,"Pengana International Equities Limited (ASX:PIA)",https://www.listcorp.com/asx/pia/pengana-international-equities-limited,"	263545000",1.015,-0.01,-0.98,Financials
ASX:AKP,"Audio Pixels Limited (ASX:AKP)",https://www.listcorp.com/asx/akp/audio-pixels-limited,"	262891000",9,0.00,0,"Consumer Discretionary"
ASX:RCB,"Russell Investments Australian Select Corporate Bond ETF (ASX:RCB)",https://www.listcorp.com/asx/rcb/russell-investments-australian-select-corporate-bond-etf,"	262018000",19.66,-0.01,-0.05,Financials
ASX:COG,"Consolidated Financial Services Limited (ASX:COG)",https://www.listcorp.com/asx/cog/consolidated-financial-services-limited,"	261569000",1.36,0.00,0,Financials
ASX:LPGD,"Loftus Peak Global Disruption Fund (Managed Fund) (ASX:LPGD)",https://www.listcorp.com/asx/lpgd/loftus-peak-global-disruption-fund-managed-fund,"	261465000",3.3,-0.01,-0.3,Financials
ASX:BCK,"Brockman Mining Ltd (ASX:BCK)",https://www.listcorp.com/asx/bck/brockman-mining,"	259846000",0.026,-0.00,-7.14,Materials
ASX:ARX,"Aroa Biosurgery Limited (ASX:ARX)",https://www.listcorp.com/asx/arx/aroa-biosurgery-limited,"	259298000",0.745,-0.01,-1.32,"Health Care"
